ID,GENDER,AGE,MARITAL_STATUS,PROFESSION
6883,M,38,Married,Sales
6884,M,38,Married,Sales
6885,M,38,Married,Sales
6886,F,43,Married,Executive
6887,M,35,Single,Professional
6888,M,35,Single,Professional
6889,F,34,Married,Other
6890,F,34,Married,Other
6891,M,40,Married,Other
6892,M,40,Married,Other
6893,F,35,Married,Other
6894,M,22,Single,Other
6895,F,29,Single,Professional
6896,F,29,Single,Professional
6897,F,35,Married,Other
6898,F,35,Married,Other
6899,F,35,Married,Other
6900,M,28,Single,Professional
6901,M,28,Single,Professional
6902,F,26,Married,Professional
6903,F,46,Married,Executive
6904,M,29,Single,Trades
6905,M,29,Single,Trades
6906,F,35,Unspecified,Hospitality
6907,M,41,Married,Other
6908,M,41,Married,Other
6909,M,41,Married,Other
6910,M,45,Married,Professional
6911,F,20,Single,Professional
6912,F,20,Single,Professional
6913,F,20,Single,Professional
6914,F,20,Single,Professional
6915,M,31,Married,Other
6916,F,26,Single,Student
6917,F,43,Married,Other
6918,F,43,Married,Other
6919,M,44,Married,Sales
6920,F,26,Single,Retail
6921,F,48,Married,Other
6922,M,31,Single,Professional
6923,F,19,Single,Student
6924,M,35,Married,Sales
6925,M,30,Single,Other
6926,M,30,Single,Other
6927,F,23,Single,Sales
6928,M,46,Married,Trades
6929,M,46,Married,Trades
6930,F,35,Married,Other
6931,F,35,Married,Other
6932,F,21,Single,Student
6933,F,47,Unspecified,Hospitality
6934,F,47,Unspecified,Hospitality
6935,M,25,Single,Retail
6936,F,48,Unspecified,Hospitality
6937,F,29,Married,Other
6938,F,29,Married,Other
6939,F,29,Married,Other
6940,F,29,Married,Other
6941,F,50,Married,Other
6942,F,50,Married,Other
6943,M,24,Single,Other
6944,M,24,Single,Other
6945,F,30,Married,Executive
6946,F,30,Married,Executive
6947,F,29,Single,Other
6948,F,24,Married,Other
6949,F,24,Married,Other
6950,F,24,Married,Other
6951,F,24,Married,Other
6952,F,63,Married,Other
6953,M,40,Married,Professional
6954,F,37,Unspecified,Professional
6955,M,20,Single,Student
6956,F,28,Married,Other
6957,F,28,Married,Other
6958,F,28,Married,Other
6959,F,28,Married,Other
6960,M,37,Married,Other
6961,F,26,Married,Executive
6962,F,41,Married,Executive
6963,F,46,Married,Hospitality
6964,F,44,Married,Other
6965,F,44,Married,Other
6966,M,37,Single,Other
6967,M,37,Single,Other
6968,F,35,Married,Executive
6969,F,35,Married,Executive
6970,M,33,Married,Other
6971,M,33,Married,Other
6972,F,30,Married,Other
6973,F,30,Married,Other
6974,F,30,Married,Other
6975,F,30,Married,Other
6976,F,30,Married,Other
6977,F,18,Single,Other
6978,F,56,Married,Other
6979,M,19,Single,Other
6980,F,41,Unspecified,Hospitality
6981,F,47,Married,Professional
6982,F,45,Married,Other
6983,F,45,Married,Other
6984,F,28,Single,Other
6985,M,29,Married,Professional
6986,M,29,Married,Professional
6987,M,44,Unspecified,Other
6988,M,44,Unspecified,Other
6989,M,44,Unspecified,Other
6990,F,22,Single,Other
6991,F,42,Married,Professional
6992,M,37,Married,Other
6993,M,37,Married,Other
6994,M,54,Married,Professional
6995,M,54,Married,Professional
6996,M,22,Single,Professional
6997,M,22,Single,Professional
6998,M,57,Married,Professional
6999,M,57,Married,Professional
7000,F,48,Married,Executive
7001,M,44,Single,Other
7002,M,44,Single,Other
7003,M,19,Single,Student
7004,M,20,Single,Trades
7005,M,20,Single,Trades
7006,F,37,Married,Other
7007,M,22,Single,Other
7008,F,30,Married,Other
7009,F,27,Single,Retail
7010,M,26,Single,Executive
7011,M,26,Single,Executive
7012,M,33,Unspecified,Sales
7013,M,58,Married,Other
7014,M,58,Married,Other
7015,M,58,Married,Other
7016,M,58,Married,Other
7017,M,58,Married,Other
7018,M,37,Married,Other
7019,M,34,Married,Executive
7020,F,28,Single,Student
7021,F,19,Single,Student
7022,F,19,Single,Student
7023,F,29,Single,Other
7024,M,27,Married,Other
7025,M,27,Single,Other
7026,F,45,Married,Other
7027,F,45,Married,Other
7028,M,38,Married,Executive
7029,M,37,Married,Other
7030,M,37,Married,Other
7031,M,24,Single,Other
7032,F,31,Married,Other
7033,F,31,Married,Other
7034,F,31,Married,Other
7035,F,31,Married,Other
7036,F,27,Single,Professional
7037,M,18,Single,Student
7038,M,18,Single,Student
7039,M,25,Single,Sales
7040,M,25,Single,Sales
7041,M,25,Single,Sales
7042,M,31,Married,Other
7043,M,19,Single,Student
7044,F,21,Married,Other
7045,F,58,Married,Retired
7046,F,25,Single,Student
7047,F,31,Single,Professional
7048,F,32,Married,Other
7049,F,32,Married,Other
7050,M,43,Married,Other
7051,M,28,Married,Other
7052,M,32,Single,Trades
7053,M,44,Married,Trades
7054,F,62,Married,Other
7055,F,35,Married,Other
7056,M,20,Single,Professional
7057,M,20,Single,Professional
7058,M,49,Married,Other
7059,M,49,Married,Other
7060,F,53,Married,Other
7061,F,53,Married,Other
7062,M,28,Single,Professional
7063,M,28,Single,Professional
7064,M,28,Single,Professional
7065,M,28,Single,Professional
7066,M,29,Single,Professional
7067,M,29,Single,Professional
7068,M,32,Married,Other
7069,M,31,Single,Other
7070,M,31,Single,Other
7071,M,31,Single,Other
7072,M,31,Single,Other
7073,M,28,Married,Sales
7074,F,30,Single,Professional
7075,F,21,Single,Retail
7076,F,25,Single,Professional
7077,F,28,Married,Professional
7078,F,28,Married,Professional
7079,F,28,Married,Professional
7080,M,27,Single,Sales
7081,M,23,Single,Student
7082,M,23,Single,Student
7083,M,23,Single,Student
7084,F,34,Married,Executive
7085,F,34,Married,Executive
7086,F,49,Married,Retired
7087,F,23,Married,Other
7088,F,23,Married,Other
7089,F,52,Married,Other
7090,F,52,Married,Other
7091,F,19,Single,Student
7092,F,30,Married,Other
7093,F,41,Married,Professional
7094,M,51,Unspecified,Other
7095,F,24,Single,Other
7096,M,27,Single,Sales
7097,M,31,Married,Other
7098,F,42,Married,Professional
7099,F,42,Married,Professional
7100,M,26,Single,Sales
7101,M,39,Single,Executive
7102,M,39,Single,Executive
7103,M,36,Married,Trades
7104,F,48,Married,Retail
7105,F,26,Single,Other
7106,F,26,Single,Other
7107,F,24,Single,Other
7108,M,36,Single,Other
7109,M,36,Single,Other
7110,M,44,Married,Other
7111,M,53,Married,Retired
7112,M,44,Married,Other
7113,F,34,Single,Retail
7114,M,29,Single,Other
7115,M,43,Single,Sales
7116,F,32,Married,Executive
7117,M,42,Married,Trades
7118,M,43,Married,Sales
7119,M,47,Married,Other
7120,F,23,Single,Other
7121,M,32,Married,Other
7122,M,32,Married,Other
7123,M,32,Married,Other
7124,M,22,Single,Student
7125,M,22,Single,Student
7126,F,28,Single,Other
7127,M,35,Married,Other
7128,F,41,Married,Other
7129,F,30,Married,Other
7130,M,28,Single,Professional
7131,M,35,Married,Other
7132,M,35,Married,Other
7133,F,44,Unspecified,Hospitality
7134,M,25,Married,Other
7135,M,36,Married,Sales
7136,M,32,Married,Professional
7137,M,32,Married,Professional
7138,M,25,Single,Professional
7139,M,43,Married,Other
7140,M,44,Married,Other
7141,M,25,Single,Retail
7142,M,25,Single,Retail
7143,M,25,Single,Retail
7144,M,21,Single,Sales
7145,M,21,Single,Sales
7146,F,27,Single,Student
7147,F,35,Single,Professional
7148,M,36,Married,Trades
7149,F,33,Married,Other
7150,M,38,Married,Other
7151,M,38,Married,Other
7152,M,42,Married,Trades
7153,M,29,Single,Other
7154,M,29,Single,Other
7155,M,41,Married,Sales
7156,M,41,Married,Sales
7157,M,52,Married,Other
7158,M,52,Married,Other
7159,F,34,Married,Other
7160,F,31,Married,Hospitality
7161,F,31,Married,Hospitality
7162,F,31,Married,Hospitality
7163,F,31,Married,Hospitality
7164,F,31,Married,Hospitality
7165,M,26,Married,Sales
7166,M,26,Married,Sales
7167,F,33,Married,Other
7168,F,33,Married,Other
7169,F,27,Single,Sales
7170,F,21,Single,Professional
7171,F,23,Single,Professional
7172,F,19,Single,Retail
7173,M,36,Married,Trades
7174,M,36,Single,Other
7175,M,36,Single,Other
7176,F,41,Married,Other
7177,M,34,Married,Professional
7178,F,39,Married,Other
7179,M,41,Married,Sales
7180,F,23,Single,Other
7181,M,34,Single,Trades
7182,M,34,Single,Trades
7183,M,44,Married,Executive
7184,M,44,Married,Executive
7185,M,34,Single,Professional
7186,M,34,Single,Professional
7187,F,29,Single,Professional
7188,F,28,Single,Retail
7189,F,31,Single,Professional
7190,F,43,Unspecified,Hospitality
7191,M,39,Single,Other
7192,F,41,Married,Other
7193,F,41,Married,Other
7194,F,21,Single,Other
7195,F,21,Single,Other
7196,F,25,Single,Student
7197,F,27,Single,Professional
7198,M,33,Married,Sales
7199,M,33,Married,Sales
7200,F,36,Single,Retail
7201,F,36,Single,Retail
7202,F,28,Single,Other
7203,M,37,Married,Other
7204,M,30,Single,Other
7205,F,46,Married,Other
7206,F,46,Married,Other
7207,F,46,Married,Other
7208,M,42,Married,Sales
7209,M,32,Married,Professional
7210,M,32,Married,Professional
7211,F,69,Married,Other
7212,M,22,Single,Other
7213,F,33,Married,Other
7214,F,25,Married,Sales
7215,M,27,Single,Sales
7216,F,28,Married,Professional
7217,F,28,Married,Professional
7218,F,28,Married,Professional
7219,F,41,Married,Other
7220,F,41,Married,Other
7221,F,23,Single,Other
7222,M,40,Married,Trades
7223,F,19,Single,Student
7224,F,19,Single,Student
7225,M,38,Married,Other
7226,M,38,Married,Other
7227,M,38,Married,Other
7228,M,29,Married,Other
7229,F,30,Married,Other
7230,M,23,Single,Sales
7231,M,32,Married,Sales
7232,M,32,Married,Sales
7233,F,28,Single,Other
7234,F,18,Single,Retail
7235,M,25,Single,Trades
7236,M,25,Single,Trades
7237,F,36,Married,Sales
7238,M,26,Single,Professional
7239,M,26,Single,Professional
7240,F,25,Married,Retail
7241,F,49,Married,Other
7242,F,49,Married,Other
7243,F,49,Married,Other
7244,F,49,Married,Other
7245,M,26,Single,Trades
7246,M,26,Single,Trades
7247,M,43,Unspecified,Other
7248,F,45,Married,Hospitality
7249,F,45,Married,Hospitality
7250,F,45,Married,Hospitality
7251,F,45,Married,Hospitality
7252,F,37,Single,Retail
7253,F,37,Single,Retail
7254,F,66,Married,Other
7255,F,22,Single,Other
7256,F,40,Married,Other
7257,F,40,Married,Other
7258,F,25,Single,Professional
7259,F,25,Single,Professional
7260,F,25,Single,Professional
7261,F,25,Single,Professional
7262,F,37,Married,Sales
7263,M,30,Married,Other
7264,F,39,Single,Professional
7265,F,36,Married,Other
7266,F,36,Married,Other
7267,F,35,Married,Other
7268,F,27,Single,Other
7269,M,26,Single,Trades
7270,M,26,Single,Trades
7271,M,48,Married,Professional
7272,M,25,Married,Other
7273,F,43,Married,Executive
7274,F,20,Single,Other
7275,F,25,Married,Other
7276,F,44,Married,Professional
7277,M,23,Single,Other
7278,M,23,Single,Other
7279,F,26,Married,Sales
7280,F,37,Married,Professional
7281,M,28,Single,Executive
7282,M,28,Single,Executive
7283,F,26,Single,Other
7284,M,30,Married,Other
7285,F,43,Married,Retired
7286,M,27,Married,Professional
7287,F,34,Married,Professional
7288,F,26,Single,Sales
7289,F,23,Single,Professional
7290,F,23,Single,Professional
7291,F,49,Married,Other
7292,F,35,Married,Sales
7293,F,32,Married,Other
7294,F,32,Married,Other
7295,F,32,Married,Other
7296,F,25,Single,Other
7297,F,25,Single,Other
7298,M,29,Single,Other
7299,F,28,Single,Student
7300,F,21,Single,Other
7301,F,35,Single,Retail
7302,F,35,Single,Retail
7303,M,49,Married,Professional
7304,F,25,Single,Other
7305,M,46,Married,Other
7306,M,46,Married,Other
7307,M,46,Married,Other
7308,F,33,Married,Professional
7309,F,26,Single,Other
7310,F,26,Single,Other
7311,F,26,Single,Other
7312,F,33,Married,Executive
7313,M,37,Married,Sales
7314,F,41,Married,Other
7315,F,41,Married,Other
7316,M,21,Single,Student
7317,F,19,Single,Retail
7318,F,36,Married,Other
7319,F,36,Married,Other
7320,M,23,Single,Other
7321,M,23,Single,Other
7322,M,40,Unspecified,Other
7323,M,40,Unspecified,Other
7324,F,37,Married,Other
7325,F,37,Married,Other
7326,M,22,Single,Executive
7327,F,30,Married,Executive
7328,F,42,Married,Professional
7329,M,28,Married,Professional
7330,M,28,Married,Professional
7331,M,26,Single,Executive
7332,M,26,Single,Executive
7333,F,36,Single,Other
7334,F,40,Married,Executive
7335,F,26,Married,Other
7336,F,38,Single,Professional
7337,F,20,Single,Retail
7338,F,42,Unspecified,Hospitality
7339,M,48,Married,Other
7340,F,24,Single,Other
7341,F,36,Unspecified,Hospitality
7342,F,36,Unspecified,Hospitality
7343,M,22,Single,Professional
7344,M,26,Married,Professional
7345,M,31,Single,Professional
7346,M,31,Single,Professional
7347,M,40,Married,Other
7348,F,27,Single,Retail
7349,F,35,Single,Professional
7350,M,25,Married,Other
7351,M,25,Married,Other
7352,M,25,Married,Other
7353,M,25,Married,Other
7354,F,31,Married,Other
7355,M,53,Married,Retired
7356,M,53,Married,Retired
7357,M,38,Unspecified,Trades
7358,M,38,Unspecified,Trades
7359,M,26,Single,Other
7360,M,26,Single,Other
7361,F,20,Single,Student
7362,F,39,Married,Other
7363,F,26,Single,Other
7364,M,22,Single,Trades
7365,M,22,Single,Trades
7366,F,21,Single,Student
7367,M,25,Married,Professional
7368,F,29,Single,Professional
7369,M,32,Single,Other
7370,M,32,Single,Other
7371,M,29,Married,Other
7372,M,48,Married,Retired
7373,M,48,Married,Retired
7374,M,30,Single,Other
7375,M,30,Single,Other
7376,M,30,Single,Other
7377,M,30,Single,Other
7378,M,30,Single,Other
7379,F,40,Married,Other
7380,F,40,Married,Other
7381,M,30,Single,Other
7382,M,30,Single,Other
7383,M,30,Single,Other
7384,M,42,Married,Executive
7385,M,32,Single,Professional
7386,M,23,Single,Professional
7387,F,50,Married,Other
7388,M,43,Married,Executive
7389,M,44,Married,Other
7390,F,22,Single,Other
7391,F,23,Single,Other
7392,F,26,Single,Retail
7393,M,41,Single,Other
7394,M,41,Single,Other
7395,F,45,Married,Executive
7396,F,45,Married,Executive
7397,F,45,Married,Executive
7398,F,21,Single,Retail
7399,F,59,Married,Other
7400,M,28,Unspecified,Sales
7401,M,28,Unspecified,Sales
7402,F,34,Unspecified,Professional
7403,F,34,Unspecified,Professional
7404,M,45,Married,Professional
7405,F,26,Single,Retail
7406,M,39,Married,Other
7407,M,39,Married,Other
7408,M,45,Married,Retired
7409,M,45,Married,Retired
7410,F,36,Married,Other
7411,F,36,Married,Other
7412,F,36,Married,Other
7413,M,21,Single,Other
7414,M,21,Single,Other
7415,F,58,Unspecified,Hospitality
7416,M,45,Married,Trades
7417,M,45,Married,Trades
7418,M,23,Single,Sales
7419,M,26,Single,Executive
7420,M,26,Single,Executive
7421,F,19,Single,Professional
7422,F,31,Married,Other
7423,M,41,Married,Other
7424,F,55,Married,Retired
7425,M,21,Single,Student
7426,F,46,Married,Executive
7427,F,46,Married,Executive
7428,F,46,Married,Executive
7429,F,27,Single,Other
7430,F,48,Married,Professional
7431,M,42,Married,Other
7432,M,36,Married,Professional
7433,F,28,Single,Professional
7434,F,28,Single,Professional
7435,F,28,Single,Professional
7436,M,19,Single,Student
7437,F,20,Single,Other
7438,M,31,Single,Other
7439,F,53,Married,Retired
7440,F,56,Married,Other
7441,F,28,Single,Other
7442,M,26,Single,Sales
7443,F,25,Married,Other
7444,M,19,Single,Student
7445,M,19,Single,Student
7446,M,21,Single,Other
7447,M,21,Single,Other
7448,F,47,Married,Sales
7449,M,22,Single,Sales
7450,M,59,Married,Trades
7451,M,59,Married,Trades
7452,M,43,Married,Trades
7453,F,24,Single,Other
7454,M,42,Married,Sales
7455,F,29,Single,Professional
7456,F,29,Single,Other
7457,F,30,Married,Other
7458,M,32,Single,Other
7459,F,34,Married,Other
7460,F,41,Married,Professional
7461,F,68,Married,Other
7462,F,31,Married,Professional
7463,F,31,Married,Professional
7464,F,31,Married,Professional
7465,F,34,Married,Other
7466,F,28,Single,Professional
7467,F,28,Single,Professional
7468,M,31,Married,Professional
7469,F,28,Single,Student
7470,F,24,Single,Other
7471,M,36,Married,Sales
7472,M,27,Single,Executive
7473,F,21,Single,Other
7474,F,21,Single,Other
7475,M,53,Married,Professional
7476,M,22,Single,Professional
7477,M,27,Married,Other
7478,F,33,Married,Other
7479,F,33,Married,Other
7480,M,42,Married,Trades
7481,F,18,Single,Retail
7482,M,31,Single,Trades
7483,F,25,Single,Professional
7484,M,34,Single,Other
7485,M,34,Single,Other
7486,M,34,Single,Other
7487,M,50,Married,Professional
7488,M,50,Married,Professional
7489,M,50,Married,Professional
7490,M,50,Married,Professional
7491,M,28,Single,Trades
7492,M,28,Single,Trades
7493,M,30,Married,Other
7494,F,26,Single,Professional
7495,M,41,Married,Professional
7496,M,41,Married,Professional
7497,F,26,Single,Other
7498,M,28,Single,Professional
7499,F,54,Married,Other
7500,F,35,Unspecified,Hospitality
7501,F,57,Married,Retired
7502,F,57,Married,Retired
7503,M,44,Married,Other
7504,M,44,Married,Other
7505,M,44,Married,Other
7506,M,34,Married,Other
7507,F,42,Unspecified,Hospitality
7508,F,42,Unspecified,Hospitality
7509,M,33,Married,Sales
7510,M,22,Single,Professional
7511,M,24,Single,Student
7512,F,35,Married,Other
7513,M,39,Married,Other
7514,F,31,Married,Professional
7515,M,30,Married,Executive
7516,M,30,Married,Executive
7517,M,30,Married,Executive
7518,M,25,Single,Student
7519,M,33,Married,Professional
7520,M,29,Single,Other
7521,M,29,Single,Other
7522,M,30,Married,Other
7523,F,27,Single,Sales
7524,F,20,Single,Retail
7525,F,23,Married,Retail
7526,F,23,Married,Retail
7527,M,40,Married,Other
7528,M,40,Married,Other
7529,M,24,Single,Sales
7530,M,38,Single,Professional
7531,M,36,Single,Professional
7532,M,36,Single,Professional
7533,M,36,Single,Professional
7534,F,30,Married,Executive
7535,F,38,Married,Professional
7536,F,38,Married,Professional
7537,M,29,Single,Sales
7538,M,29,Single,Sales
7539,M,26,Married,Sales
7540,F,47,Unspecified,Hospitality
7541,F,47,Unspecified,Hospitality
7542,F,37,Single,Professional
7543,M,27,Married,Professional
7544,F,45,Married,Hospitality
7545,F,21,Single,Other
7546,F,21,Single,Other
7547,F,21,Single,Other
7548,M,56,Married,Professional
7549,M,56,Married,Professional
7550,F,37,Married,Professional
7551,F,37,Married,Professional
7552,M,44,Married,Executive
